1;0;24.5323;13.872;4.81899;0.15386;38;
1;1;24.5285;13.8753;4.81688;0.27764;38;
1;2;24.5286;13.8752;4.81731;22.5263;38;
1;3;24.5285;13.8753;4.81688;0.02242;38;
1;4;24.5285;13.8753;4.81688;0.02303;38;
1;5;24.5285;13.8753;4.81688;0.02242;38;
1;6;24.5285;13.8753;4.81688;0.03317;38;
1;7;24.5285;13.8753;4.81688;0.01228;38;
1;8;24.5285;13.8753;4.81688;0.02103;38;
1;9;24.5285;13.8753;4.81688;0.02242;38;
1;10;24.5285;13.8753;4.81688;0.02103;38;
1;11;24.5285;13.8753;4.81688;0.03317;38;
1;12;24.5285;13.8753;4.81688;0.00423;38;
1;13;24.5285;13.8753;4.81688;0.0215;38;
1;14;24.5285;13.8753;4.81688;0.03317;38;
1;15;24.5285;13.8753;4.81688;0.00423;38;
1;16;24.5285;13.8753;4.81688;0.3687;38;
1;17;24.5285;13.8753;4.81688;0.48285;38;
1;18;24.5285;13.8753;4.81688;0.09902;38;
1;19;24.5285;13.8753;4.81688;0.0215;38;
1;20;24.5285;13.8753;4.81687;3.16837;38;
1;21;24.5285;13.8753;4.81688;0.24682;38;
1;22;24.5322;13.8715;4.81822;35.6038;38;
1;23;24.5323;13.872;4.81899;0.02242;38;
1;24;24.5323;13.872;4.81899;0.01381;38;
1;25;24.5323;13.872;4.81899;0.02242;38;
1;26;24.5323;13.872;4.81899;0.02103;38;
1;27;24.5323;13.872;4.81899;0.02303;38;
1;28;24.5323;13.872;4.81899;0.02395;38;
1;29;24.5323;13.872;4.81899;0.41264;38;
1;30;24.5323;13.872;4.81899;0.49232;38;
1;31;24.5323;13.872;4.81898;3.16322;38;
2;0;25.3775;3.39449;0.59696;0.14464;38;
2;1;25.2981;3.48994;0.576339;0.16098;38;
2;2;25.2799;3.42565;0.637355;0.35884;38;
2;3;25.2802;3.42564;0.637504;18.2136;38;
2;4;25.2799;3.42565;0.637355;0.03256;38;
2;5;25.2799;3.42565;0.637355;0.0215;38;
2;6;25.2799;3.42565;0.637355;0.02242;38;
2;7;25.2799;3.42565;0.637355;0.01381;38;
2;8;25.2799;3.42565;0.637355;0.03256;38;
2;9;25.2799;3.42565;0.637355;0.03317;38;
2;10;25.2799;3.42565;0.637355;0.02303;38;
2;11;25.2799;3.42565;0.637355;0.02256;38;
2;12;25.2799;3.42565;0.637355;0.0215;38;
2;13;25.2799;3.42565;0.637355;0.02242;38;
2;14;25.2799;3.42565;0.637355;0.02103;38;
2;15;25.2799;3.42565;0.637355;0.02103;38;
2;16;25.2799;3.42565;0.637355;0.0215;38;
2;17;25.2799;3.42565;0.637355;0.0215;38;
2;18;25.2799;3.42565;0.637355;0.0215;38;
2;19;25.2799;3.42565;0.637354;0.0027;38;
2;20;25.2799;3.42565;0.637355;0.02256;38;
2;21;25.2799;3.42565;0.637355;0.3409;38;
2;22;25.2799;3.42565;0.637355;0.02256;38;
2;23;25.2799;3.42565;0.637356;0.37023;38;
2;24;25.2799;3.42565;0.637355;0.02242;38;
2;25;25.2799;3.42565;0.637355;0.11119;38;
2;26;25.2799;3.42565;0.637355;0.15243;38;
2;27;25.2799;3.42566;0.637354;0.12705;38;
2;28;25.2799;3.42566;0.637338;3.05603;38;
2;29;25.2981;3.48994;0.576341;0.4758;38;
2;30;25.2981;3.48994;0.576339;0.03825;38;
2;31;25.2981;3.48994;0.576339;0.03825;38;
2;32;25.2981;3.48994;0.576339;0.02346;38;
2;33;25.2981;3.48994;0.576339;0.03751;38;
2;34;25.2981;3.48994;0.576339;0.22731;38;
2;35;25.2981;3.48994;0.576339;0.33016;38;
2;36;25.2981;3.48995;0.576323;2.70248;38;
