1;0;20.2049;13.6837;0.00946811;0.22649;0;
1;1;20.2049;13.6836;0.00950528;6.18164;0;
1;2;20.2049;13.6837;0.00946799;0.04354;0;
1;3;20.2049;13.6837;0.00946809;0.01817;0;
1;4;20.2049;13.6837;0.00946799;0.03751;0;
1;5;20.2049;13.6837;0.00946739;0.28253;0;
1;6;20.2049;13.6837;0.00946826;0.05229;0;
1;7;20.2049;13.6837;0.00946622;0.37818;0;
1;8;20.2049;13.6837;0.00946751;0.12758;0;
1;9;20.2049;13.6837;0.00946849;0.12155;0;
1;10;20.2049;13.6837;0.00946986;0.37818;0;
1;11;20.2049;13.6837;0.00945701;2.31014;0;
1;12;20.2049;13.6837;0.00946794;0.04584;0;
2;0;9.00516;1.61861;0.00735638;0.13194;0;
2;1;9.00511;1.61858;0.00733521;6.18519;0;
2;2;9.00516;1.61861;0.00735636;0.04354;0;
2;3;9.00516;1.61861;0.00735643;0.03751;0;
2;4;9.00516;1.61862;0.00735696;0.31767;0;
2;5;9.00516;1.61861;0.00735695;0.33016;0;
2;6;9.00515;1.61864;0.00736231;3.16118;0;
3;0;17.5282;9.86558;0.00440234;0.11349;0;
3;1;17.5282;9.86564;0.00441631;6.12628;0;
3;2;17.5282;9.86558;0.00440367;0.37892;0;
3;3;17.5282;9.86558;0.00440242;0.04428;0;
3;4;17.5282;9.86561;0.00439939;3.30033;0;
3;5;17.5282;9.86559;0.00440354;0.18498;0;
4;0;7.31;25.0549;0.005041;0.10283;0;
4;1;7.31;25.0549;0.00504284;0.421633;0;
4;2;7.31;25.0549;0.00504065;0.05767;0;
4;3;7.31;25.0549;0.00504117;0.06043;0;
4;4;7.31;25.0549;0.0050367;0.84167;0;
4;5;7.30975;25.0569;0.00442611;0.2979;0;
4;6;7.30975;25.0569;0.00445088;3.6574;0;
4;7;7.30975;25.0569;0.00442612;0.02242;0;
4;8;7.30975;25.0569;0.00442613;0.01381;0;
4;9;7.30975;25.0569;0.00442605;0.02242;0;
4;10;7.30975;25.0569;0.00442605;0.02303;0;
4;11;7.30975;25.0569;0.00442612;0.01228;0;
4;12;7.30975;25.0569;0.00442607;0.0215;0;
4;13;7.30975;25.0569;0.00442611;0.02242;0;
4;14;7.30975;25.0569;0.00442604;0.03108;0;
4;15;7.30975;25.0569;0.0044261;0.03108;0;
4;16;7.30976;25.0569;0.00442785;0.48438;0;
4;17;7.30975;25.0569;0.0044261;0.01381;0;
4;18;7.30975;25.0569;0.00442856;0.40259;0;
4;19;7.30975;25.0569;0.00442607;0.02395;0;
4;20;7.30975;25.0569;0.0044264;0.10114;0;
4;21;7.30975;25.0569;0.00442508;0.1814;0;
4;22;7.30975;25.0569;0.00442575;0.12552;0;
4;23;7.30977;25.0569;0.0044072;3.10827;0;
5;0;22.4032;1.0925;0.0165614;0.33298;0;
5;1;22.4032;1.09247;0.0166024;5.13202;0;
5;2;22.4032;1.0925;0.0165614;0.02242;0;
5;3;22.4032;1.0925;0.0165615;0.02303;0;
5;4;22.4032;1.0925;0.0165615;0.02242;0;
5;5;22.4032;1.0925;0.0165614;0.02303;0;
5;6;22.4032;1.0925;0.0165615;0.02242;0;
5;7;22.4032;1.0925;0.0165615;0.02395;0;
5;8;22.4032;1.0925;0.0165614;0.0215;0;
5;9;22.4032;1.0925;0.0165614;0.02395;0;
5;10;22.4032;1.0925;0.0165614;0.01381;0;
5;11;22.4032;1.0925;0.0165614;0.02103;0;
5;12;22.4032;1.0925;0.0165614;0.02103;0;
5;13;22.4032;1.09249;0.0165624;0.48285;0;
5;14;22.4032;1.0925;0.0165614;0.02103;0;
5;15;22.4032;1.0925;0.0165636;0.42211;0;
5;16;22.4032;1.0925;0.0165615;0.0215;0;
5;17;22.4032;1.0925;0.0165613;0.02395;0;
5;18;22.4032;1.0925;0.0165618;0.11119;0;
5;19;22.4032;1.0925;0.0165627;0.15243;0;
5;20;22.4032;1.0925;0.0165615;0.02103;0;
5;21;22.4032;1.09248;0.0165587;2.65776;0;
5;22;22.4032;1.0925;0.0165624;0.45358;0;
6;0;20.2049;13.6837;0.0137887;0.22649;0;
6;1;20.2049;13.6836;0.0138283;6.44606;0;
6;2;20.2049;13.6837;0.0137886;0.04354;0;
6;3;20.2049;13.6837;0.0137887;0.01817;0;
6;4;20.2049;13.6837;0.0137886;0.03751;0;
6;5;20.2049;13.6837;0.013788;0.28253;0;
6;6;20.2049;13.6837;0.0137889;0.05229;0;
6;7;20.2049;13.6837;0.0137868;0.37818;0;
6;8;20.2049;13.6837;0.0137881;0.12758;0;
6;9;20.2049;13.6837;0.0137891;0.12155;0;
6;10;20.2049;13.6837;0.0137905;0.37818;0;
6;11;20.2049;13.6837;0.0137776;2.31014;0;
6;12;20.2049;13.6837;0.0137886;0.04584;0;
7;0;9.00516;1.61861;0.0115246;0.13194;0;
7;1;9.0051;1.61858;0.0115023;6.4497;0;
7;2;9.00516;1.61861;0.0115246;0.04354;0;
7;3;9.00516;1.61861;0.0115247;0.03751;0;
7;4;9.00516;1.61862;0.0115252;0.31767;0;
7;5;9.00516;1.61861;0.0115252;0.33016;0;
